Code,Descirption
75131,"General labour affairs, administration, by Union government for efficient functioning."
28920,"General mechanical engineering for treatment and coating of metal, on a fee or contract basis"
63023,"General merchandise, warehousing of"
75113,General public service activities of  the local government bodies
75112,General public service activities of the State Governments
75111,General public service activities of the Union Government
29199,"General purpose machinery, nec, manufacturing"
80211,"General Secondary/Senior Secondary education,   generally designed to qualify students either for vocational and technical education or for university  entrance without any special subject pre-requisite"
80212,General Secondary/Senior Secondary school-type education for  handicapped  students
52110,General stores carrying out retail trade of clothing etc.
52110,General stores carrying out retail trade of cosmetics
52110,General stores carrying out retail trade of groceries
40108,Generation of   electricity from other non-conventional  sources.
40107,Generation of  bio-gas energy
40107,Generation of electric power by bio-gas based electric plant
40106,Generation of electric power by tapping solar energy
40104,Generation of electricity by atomic reactor power plant
40102,Generation of electricity by coal based thermal electric plant
40105,Generation of electricity by gas-based electric plant
40101,Generation of electricity by hydro-power plant
40103,Generation of electricity by oil-based thermal electric plant
40105,Generation of electricity by other power plants using conventional  fuels n.e.c.
40108,Generation of electricity from wind energy / energy from waves etc.
40106,Generation of solar energy
31901,"Generators (dynamos, alternators), manufacturing"
31108,"Generators, repair and maintenance"
31101,"Generators/generating sets, manufacturing"
33126,"Geophysical related instruments & apparatus n.e.c, manufacturing"
29305,"Geysers, manufacturing"
15203,"Ghee, manufacturing"
1135,"Ginger, growing"
29261,"Ginning machinery & other similar machines, manufacturing"
1405,Ginning of cotton
28112,"Girders (structural) of iron or steel, manufacturing"
26106,"Glass bangles, manufacturing"
26109,"Glass beads, manufacturing"
26109,"Glass blocks used in construction, manufacturing"
26103,"Glass bottles, manufacturing"
26109,"Glass clock, manufacturing"
26107,"Glass decoration pieces, manufacturing"
26103,"Glass jars, manufacturing"
26109,"Glass optical elements (not optically worked), manufacturing"
26109,"Glass optical, manufacturing"
26109,"Glass watch, manufacturing"
26102,"Glass wool, manufacturing"
26102,"Glass yarn, manufacturing"
52343,"Glass,  retail sale by specialized stores"
51102,"Glass, sale through commission agents"
26105,"Glassware (kitchen), manufacturing"
26105,"Glassware (table), manufacturing"
26107,"Glassware used in imitation jewellery, manufacturing"
24221,"Glazes engobes  (used in ceramic enameling), manufacturing"
24221,"Glazes engobes  (used in glass industry), manufacturing"
45402,"Glazing / plastering / painting and decorating, finishing work"
35301,"Gliders, manufacturing"
31901,"Glow plugs, manufacturing"
15323,"Glucose (powder), manufacturing"
15323,"Glucose (syrup), manufacturing"
24295,"Glues of animal origin, manufacturing"
15324,"Gluten, manufacturing"
24118,"Glycerin, manufacturing"
1212,Goat milk production
1212,Goat rearing
36911,"Gold articles, manufacturing"
36911,"Gold jewellery, manufacturing"
13204,"Gold ores, mining"
36911,"Gold presentation coins, manufacturing"
34105,"Golf cars, manufacturing"
63023,Goods storage in foreign trade zones
35203,"Goods wagon (for railway locomotives), manufacturing"
93097,"Governess, services"
55103,"Government guest / rest houses, service, room accommodation."
29253,"Grading machinery (used by grain milling industry), manufacturing"
29253,"Grading machinery (used by oil mill), manufacturing"
1404,Grading of harvested crop
80301,Graduate courses in commerce conducted in colleges
80301,Graduate courses in humanity conducted in colleges
80301,Graduate courses in science conducted in colleges
15319,Grain milling and processing activities n.e.c.
15314,Grain processing and grinding (not rice / dal / flour)
14102,"Granite, quarrying"
30007,"Graph plotters (Computer peripherals), manufacturing"
31908,"Graphite electrodes for electronic purpose, manufacturing"
26994,"Graphite products (other than electrical articles), manufacturing"
1119,"Grasses, growing"
14106,"Gravel pits, operation"
93030,"Graves and mausoleums, operation and maintenance"
23201,"Grease, manufacturing"
1111,"Green Gram, growing"
22190,"Greeting cards, publishing"
15314,"Grinding and processing of grain other than floor, rice & dal"
29224,"Grinding machines, manufacturing"
15492,Grinding of coffee
15495,Grinding of spices
52110,"Groceries retail sale, by general stores"
93098,Grooming of the floor
1112,Ground nut growing
1134,Growing grapes
1134,Growing of avocados
1111,Growing of bajra
1111,Growing of barley
1121,Growing of beans
1111,Growing of Bengal gram
1135,Growing of betal leaves
1139,Growing of beverage crops n.e.c.
1111,Growing of black gram
1121,Growing of cabbage
1122,Growing of capers
1122,Growing of carrots
1119,Growing of cassava
1111,Growing of cereals
1119,Growing of chicory roots
1134,Growing of citrus fruits like lemon
1131,Growing of cocoa beans
1133,Growing of coconuts
1131,Growing of coffee beans
1135,Growing of coriander
1111,Growing of corns (except sweetcorn)
1113,Growing of cotton
1113,Growing of cotton and other vegetable textile fibre plants
1122,Growing of cress
1300,Growing of crops combined with farming of animals (mixed farming).
1119,Growing of crops nec.
1121,Growing of cucumbers
1135,Growing of cumin
1134,Growing of dates
1133,Growing of edible nuts n.e.c.
1122,Growing of eggplants
1122,Growing of flower
1122,Growing of flower buds
1111,Growing of food grain crops (cereals and pulses)
1119,Growing of forage plant seeds
1119,Growing of forage plants
1139,Growing of fruit crops n.e.c.
1117,Growing of ganja (chiefly pharmaceutical uses)
1135,Growing of ginger
1111,Growing of green gram
1112,Growing of ground nut
1122,Growing of herbs
1118,Growing of Hina leaves [Mehandi]
1119,Growing of hop cones
1122,Growing of horticultural plants for planting purposes  (includes transplanting)
1122,Growing of horticultural special variety of bulbs
1122,Growing of horticultural special variety of corns
1122,Growing of horticultural special variety of crowns
1122,Growing of horticultural special variety of tuberous roots
1122,Growing of horticultural special variety of tubers
1122,Growing of horticultural special variety of un-rooted cuttings or slips
1122,"Growing of horticultural specialties including seeds for flowers, fruit or vegetables and un-rooted cuttings or slips"
1111,Growing of jowar
1113,Growing of jute
1122,Growing of leeks
1111,Growing of leguminous vegetables
1111,Growing of maize
1132,Growing of mate leaves
1121,Growing of melons
1122,Growing of mushroom
1112,Growing of mustard
1139,Growing of nut crops n.e.c.
1135,Growing of nutmeg
1111,Growing of oats
1112,Growing of oilseeds n.e.c.
1122,Growing of onions
1117,Growing of opium (chiefly pharmaceutical uses)
1119,"Growing of other crops,  n.e.c."
1134,Growing of other fruit such as bread fruit
1112,Growing of other oilseeds nec.
1117,Growing of other plant nec. put chiefly to pharmaceutical uses
1135,Growing of other spices nec
1112,Growing of peanuts
1122,Growing of peppers
1113,Growing of plant materials for padding
1113,Growing of plant materials for plaiting
1113,Growing of plant materials for stuffing
1122,Growing of plants for ornamental purposes
1117,Growing of plants put chiefly to fungicidal or similar purposes.
1117,Growing of plants put chiefly to insecticide purpose
1119,Growing of potatoes
1111,Growing of pulses
1121,Growing of pumpkins
1111,Growing of red gram
1111,Growing of rice
1119,Growing of roots nec. with a high starch content
1119,Growing of roots nec. with a inulin content
1116,Growing of rubber trees for harvesting of latex liquid
1134,Growing of small fruits such as berries
1112,Growing of soya beans
1135,Growing of spice crops
1139,"Growing of spice crops, n.e.c."
1135,Growing of spice flowers like cinnamon
1135,Growing of spice fruits like cloves
1135,Growing of spice leaves
1135,Growing of spice leaves like thyme
1135,Growing of spice seeds nec
2001,Growing of standing timber
1134,Growing of stone fruit
1119,Growing of sugar beet seeds
1115,Growing of sugarbeet
1115,Growing of sugarcane
1112,Growing of sunflower
1119,Growing of sweet potatoes
1122,Growing of sweetcorn
1132,Growing of tea leaves
1113,Growing of textile fibre plant nec.
1114,Growing of tobacco
1121,Growing of tomatoes
1134,Growing of tropical pome
1119,Growing of tubers nec. with a high starch content
1119,Growing of tubers nec. with a inulin content
1121,Growing of vegetables in the open
1121,Growing of vegetables under cover
1111,Growing of wheat
1119,Growing of yarns
15318,"Gulabjamun powder, manufacturing"
29294,"Gummers, manufacturing"
15423,"Gur (not from sugarcane), manufacturing"
15422,"Gur from sugarcane, manufacturing"
92411,"Gymnasia, operation and maintenance"
36935,"Gymnasium articles and equipment, manufacturing"
26992,"Gypsum boards, manufacturing"
26999,"Gypsum, manufacturing"
14105,"Gypsum, mining"
28931,"Hair clippers and nail clippers, manufacturing"
